datetime,symbol,price_type,price,volume
2026-01-01 17:23:49,EURUSD,LAST,1.17471,0
2026-01-01 17:23:50,EURUSD,LAST,1.17471,0
2026-01-01 17:23:51,EURUSD,LAST,1.1747,0
2026-01-01 17:23:52,EURUSD,LAST,1.17471,0
2026-01-01 17:23:53,EURUSD,LAST,1.17472,0
2026-01-01 17:23:54,EURUSD,LAST,1.17471,0
2026-01-01 17:23:55,EURUSD,LAST,1.17472,0
2026-01-01 17:23:56,EURUSD,LAST,1.1747,0
2026-01-01 17:23:57,EURUSD,LAST,1.1747,0
2026-01-01 17:23:58,EURUSD,LAST,1.17471,0
2026-01-01 17:23:59,EURUSD,LAST,1.17471,0
2026-01-01 17:24:06,EURUSD,LAST,1.17471,0
2026-01-01 17:24:07,EURUSD,LAST,1.17471,0
2026-01-01 17:24:08,EURUSD,LAST,1.17471,0
2026-01-01 17:24:09,EURUSD,LAST,1.17471,0
2026-01-01 17:24:10,EURUSD,LAST,1.1747,0
2026-01-01 17:24:11,EURUSD,LAST,1.1747,0
2026-01-01 17:24:12,EURUSD,LAST,1.17471,0
2026-01-01 17:24:13,EURUSD,LAST,1.1747,0
2026-01-01 17:24:14,EURUSD,LAST,1.17471,0
2026-01-01 17:24:15,EURUSD,LAST,1.17471,0
2026-01-01 17:24:17,EURUSD,LAST,1.17471,0
2026-01-01 17:24:19,EURUSD,LAST,1.17471,0
2026-01-01 17:24:20,EURUSD,LAST,1.17471,0
2026-01-01 17:24:22,EURUSD,LAST,1.17471,0
2026-01-01 17:24:23,EURUSD,LAST,1.17471,0
2026-01-01 17:24:24,EURUSD,LAST,1.1747,0
2026-01-01 17:24:25,EURUSD,LAST,1.17471,0
2026-01-01 17:24:27,EURUSD,LAST,1.17471,0
2026-01-01 17:24:28,EURUSD,LAST,1.1747,0
2026-01-01 17:24:29,EURUSD,LAST,1.17466,0
2026-01-01 17:24:30,EURUSD,LAST,1.17465,0
2026-01-01 17:24:31,EURUSD,LAST,1.17466,0
2026-01-01 17:24:32,EURUSD,LAST,1.17464,0
2026-01-01 17:24:33,EURUSD,LAST,1.17463,0
2026-01-01 17:24:34,EURUSD,LAST,1.17466,0
2026-01-01 17:24:36,EURUSD,LAST,1.17467,0
2026-01-01 17:24:37,EURUSD,LAST,1.17463,0
2026-01-01 17:24:38,EURUSD,LAST,1.17466,0
2026-01-01 17:24:40,EURUSD,LAST,1.17463,0
2026-01-01 17:24:41,EURUSD,LAST,1.17463,0
2026-01-01 17:24:42,EURUSD,LAST,1.17465,0
